0,operator
1,instructions
2,ann
3,gillen
4,lehman
5,brothers
6,good
7,morning
8,wondering
9,could
10,give
11,us
12,color
13,kent
14,think
15,mentioned
16,inventories
17,partially
18,driven
19,acquisitions
20,know
21,re
22,bit
23,sequentially
24,sense
25,remington
26,might
27,contributed
28,inventory
29,build
30,year
31,yes
32,randy
33,see
34,slight
35,increase
36,products
37,launching
38,europe
39,latin
40,america
41,basis
42,level
43,percent
44,wasn
45,else
46,would
47,driving
48,really
49,pieces
50,major
51,drivers
52,okay
53,significant
54,enough
55,question
56,terms
57,visibility
58,learn
59,missing
60,north
61,well
62,components
63,biggest
64,component
65,planned
66,call
67,miss
68,reduction
69,sell
70,lot
71,analysis
72,business
73,first
74,frankly
75,thought
76,much
77,occurred
78,last
79,highly
80,seasonal
81,spent
82,back
83,quarters
84,essence
85,trying
86,balance
87,retail
88,least
89,way
90,run
91,businesses
92,cut
93,intentionally
94,piece
95,planning
96,second
97,weak
98,sales
99,category
100,men
101,women
102,shavers
103,quarter
104,categories
105,showed
106,declines
107,dollar
108,couple
109,reasons
110,behind
111,one
112,mix
113,shift
114,low
115,priced
116,entrants
117,sub
118,heavily
119,promoted
120,retailers
121,traded
122,dollars
123,versus
124,look
125,historically
126,gillette
127,mp
128,discounted
129,holiday
130,season
131,view
132,don
133,data
134,statistics
135,yet
136,promotionally
137,took
138,end
139,growth
140,away
141,despite
142,hit
143,expansion
144,margins
145,quite
146,strong
147,reflection
148,integration
149,mean
150,go
151,said
152,going
153,generate
154,time
155,million
156,synergies
157,ve
158,since
159,updated
160,number
161,impacted
162,geographic
163,american
164,seeing
165,flush
166,amp
167,perfect
168,questions
169,thanks
170,bill
171,schmitz
172,deustche
173,bank
174,technical
175,difficulty
176,hey
177,looks
178,like
179,funded
180,debt
181,united
182,acquisition
183,extra
184,left
185,plans
186,future
187,near
188,surplus
189,related
190,revolver
191,rest
192,term
193,bonds
194,right
195,finance
196,refinance
197,existing
198,flexibility
199,reasonably
200,sized
201,sitting
202,answer
203,told
204,people
205,key
206,attributes
207,fact
208,presence
209,pet
210,fragmented
211,want
212,continue
213,find
214,roll
215,opportunities
216,targets
217,kept
218,little
219,indiscernible
220,pursue
221,forward
222,great
223,battery
224,environment
225,becoming
226,rational
227,energizer
228,pretty
229,decent
230,duracell
231,kind
232,trajectory
233,pricing
234,trend
235,starting
236,stabilize
237,two
238,seen
239,improved
240,dynamics
241,marketplace
242,general
243,evidenced
244,competitors
245,operating
246,ebitda
247,significantly
248,fourth
249,heightened
250,promotional
251,activity
252,always
253,selling
254,volume
255,saw
256,sort
257,flat
258,slightly
259,declining
260,plus
261,minus
262,somewhere
263,range
264,got
265,microlite
266,surprised
267,turned
268,quickly
269,reached
270,inflection
271,point
272,assume
273,will
274,stay
275,profitable
276,certainly
277,expect
278,bought
279,capitalized
280,afloat
281,borrowing
282,money
283,outrageous
284,interest
285,rates
286,recapitalized
287,eliminated
288,virtually
289,expensive
290,incurring
291,sheet
292,move
293,installed
294,fantastic
295,management
296,team
297,result
298,changed
299,product
300,offerings
301,rationalized
302,skus
303,importantly
304,raised
305,average
306,price
307,rayovac
308,stuck
309,entirety
310,principle
311,competitor
312,panasonic
313,used
314,opportunity
315,profitability
316,raise
317,prices
318,actions
319,place
320,fastly
321,hold
322,didn
323,surprise
324,make
325,expected
326,fight
327,distributors
328,wholesalers
329,say
330,long
331,fall
332,beginning
333,october
334,timeframe
335,found
336,running
337,begin
338,ordering
339,normal
340,patterns
341,suggest
342,brazil
343,drag
344,years
345,star
346,performers
347,enormous
348,market
349,share
350,numerical
351,distribution
352,high
353,must
354,brand
355,replace
356,dominance
357,may
358,ningbo
359,start
360,exporting
361,batteries
362,adding
363,fair
364,alkaline
365,capacity
366,plan
367,import
368,happen
369,sooner
370,rather
371,later
372,amount
373,movement
374,regions
375,whether
376,based
377,particular
378,issue
379,spring
380,ll
381,throughout
382,big
383,next
384,bringing
385,lines
386,speed
387,double
388,triple
389,building
390,install
391,facility
392,still
393,months
394,tens
395,hundreds
396,millions
397,exported
398,take
399,fennimore
400,doesn
401,means
402,china
403,vehicle
404,needs
405,large
406,plant
407,dischingen
408,germany
409,plants
410,grows
411,around
412,world
413,come
414,peter
415,barry
416,bear
417,stearns
418,gentlemen
419,dave
420,addressed
421,part
422,conclude
423,issues
424,shaving
425,far
426,whole
427,december
428,ending
429,highest
430,history
431,smaller
432,losses
433,several
434,came
435,points
436,sold
437,probably
438,shifted
439,analyze
440,movements
441,line
442,adjustments
443,need
444,finally
445,personal
446,care
447,grew
448,small
449,fundamentally
450,shifts
451,weren
452,material
453,shifting
454,international
455,moment
456,confident
457,sustainability
458,relates
459,success
460,thus
461,simply
462,filling
463,pipeline
464,prior
465,especially
466,robust
467,short
468,continued
469,internationally
470,geographies
471,dramatically
472,uk
473,fire
474,launched
475,wet
476,straight
477,woman
478,keep
479,stock
480,advertised
481,tv
482,effect
483,continent
484,particularly
485,developed
486,test
487,chile
488,learning
489,experience
490,learned
491,ship
492,th
493,something
494,getting
495,ready
496,father
497,day
498,period
499,launch
500,argentina
501,areas
502,mexico
503,rollout
504,albeit
505,model
506,begun
507,drill
508,zinc
509,carbon
510,pack
511,internal
512,unit
513,shipments
514,excuse
515,negative
516,combination
517,bigger
518,sizes
519,occurring
520,fundamental
521,higher
522,lower
523,heavy
524,duty
525,shoppers
526,totally
527,value
528,mass
529,discount
530,stores
531,resurrection
532,fashion
533,personally
534,differing
535,views
536,promoting
537,specific
538,item
539,continuing
540,convert
541,converted
542,maybe
543,grow
544,trends
545,converting
546,actually
547,accelerating
548,conversion
549,east
550,almost
551,represents
552,every
553,segment
554,today
555,missed
556,revenues
557,hang
558,minute
559,thank
560,joe
561,norton
562,banc
563,cost
564,savings
565,tell
566,total
567,idea
568,breaks
569,geographically
570,impossible
571,identify
572,annualized
573,estimates
574,realized
575,net
576,quantify
577,geography
578,try
579,detailed
580,get
581,execute
582,programs
583,track
584,done
585,finish
586,essentially
587,new
588,functional
589,structure
590,exactly
591,various
592,integrated
593,different
594,allows
595,improve
596,analyzing
597,sounds
598,blurring
599,power
600,risk
601,competing
602,emotionally
603,change
604,consumer
605,behavior
606,either
607,shaver
608,dry
609,reverse
610,changing
611,christmas
612,seasons
613,gift
614,giving
615,deal
616,made
617,nice
618,stocking
619,stuffer
620,stockings
621,strategy
622,wouldn
623,levels
624,clear
625,industry
626,wide
627,industries
628,faced
629,challenge
630,figure
631,shipment
632,reach
633,costing
634,return
635,comes
636,conscious
637,decision
638,entering
639,better
640,shape
641,standpoint
642,unhappy
643,dealing
644,returns
645,things
646,ourself
647,uhm
648,hum
649,topic
650,advertising
651,marketing
652,support
653,incremental
654,happened
655,budgeting
656,process
657,eat
658,completely
659,goes
660,reviewed
661,discussed
662,customers
663,won
664,affect
665,spite
666,reducing
667,specifically
668,ever
669,final
670,quick
671,primarily
672,drove
673,decline
674,cash
675,flow
676,operations
677,expec
678,expectations
679,offset
680,receivable
681,anticipate
682,exceeded
683,looking
684,generated
685,watch
686,sorry
687,multiple
688,speakers
689,connie
690,maneaty
691,prudential
692,securitie
693,comment
694,gross
695,breakdown
696,detail
697,talk
698,comments
699,reset
700,standards
701,fiscal
702,everybody
703,aware
704,commodity
705,increases
706,flowed
707,tend
708,course
709,initiatives
710,margin
711,compression
712,kick
713,able
714,impact
715,charge
716,manufacturing
717,carry
718,easier
719,improvement
720,three
721,profit
722,less
723,overall
724,full
725,consecutive
726,relatively
727,corporate
728,composite
729,half
730,anybody
731,chris
732,ferrara
733,merrill
734,lynch
735,guys
736,underlying
737,inflation
738,projected
739,projecting
740,impacts
741,breakout
742,single
743,digits
744,estimation
745,numbers
746,aren
747,real
748,firm
749,sure
750,important
751,focus
752,beat
753,thing
754,death
755,talked
756,request
757,stuff
758,channel
759,basically
760,pulling
761,flack
762,trouble
763,define
764,takeaway
765,likely
766,forecasting
767,problems
768,companies
769,judgment
770,historic
771,terrific
772,worked
773,ended
774,determined
775,job
776,managing
777,create
778,anything
779,comp
780,meaningful
781,obviously
782,push
783,towards
784,lately
785,participating
786,gained
787,shelf
788,space
789,expense
790,anywhere
791,benefited
792,george
793,chalhoub
794,verify
795,confused
796,discussion
797,minutes
798,ago
799,somewhat
800,excluding
801,purely
802,correct
803,discussions
804,core
805,taken
806,none
807,inclusion
808,rolled
809,explain
810,load
811,anticipated
812,rolls
813,reductions
814,favorable
815,variances
816,credit
817,flows
818,revenue
819,reduced
820,enhanced
821,makes
822,mixed
823,benefit
824,hopefully
825,sells
826,housekeeping
827,please
828,details
829,picture
830,perspective
831,six
832,peak
833,leave
834,alone
835,slow
836,summer
837,thinking
838,nothing
839,june
840,july
841,busily
842,working
843,purchasing
844,global
845,strategies
846,enjoy
847,quicker
848,also
849,groups
850,systems
851,financial
852,ultimately
853,erp
854,accretive
855,implementation
856,ph
857,late
858,early
859,calendar
860,work
861,given
862,provide
863,february
864,barring
865,combining
866,close
867,current
868,de
869,leveraging
870,pro
871,forma
872,projection
873,turn
874,leverage
875,ownership
876,let
877,caution
878,expectation
879,mr
880,hussey
881,show
882,remaining
883,five
884,participants
885,queue
886,jonathan
887,deringer
888,capital
889,group
890,hi
891,varta
892,designate
893,anymore
894,european
895,results
896,understand
897,meaning
898,sg
899,cogs
900,adjusting
901,days
902,improvements
903,types
904,sits
905,channels
906,saying
907,currently
908,washed
909,loaded
910,bad
911,news
912,even
913,occur
914,standard
915,costs
916,put
917,already
918,identified
919,outweighs
920,subsequent
921,ask
922,typical
923,tax
924,raiza
925,fahad
926,recap
927,raw
928,rise
929,went
930,many
931,materials
932,manufacturers
933,worldwide
934,culture
935,continuously
936,ways
937,efficiency
938,reduce
939,series
940,laid
941,benefiting
942,others
943,side
944,hedged
945,lost
946,belief
947,moderation
948,leveling
949,exposure
950,use
951,hedge
952,protect
953,ron
954,pellish
955,tip
956,hands
957,apples
958,organic
959,constant
960,currency
961,euro
962,front
963,poking
964,potentially
965,feel
966,imminent
967,helpful
968,dujour
969,remain
970,closing
971,honest
972,forthright
973,announced
974,investor
975,meetings
976,calls
977,stockholder
978,understood
979,rollup
980,exist
981,size
982,carlo
983,casella
984,jpmorgan
985,inaudible
986,accented
987,language
988,division
989,differential
990,varies
991,tremendously
992,region
993,country
994,nature
995,closely
996,depends
997,etcetera
998,times
999,greater
1000,dynamic
1001,fits
1002,certain
1003,parts
1004,round
1005,cell
1006,past
1007,hour
1008,follow
1009,eps
1010,comfort
1011,tried
1012,best
1013,quarterly
1014,guidance
1015,gave
1016,appreciate
1017,company
1018,annual
1019,conference
1020,lay
1021,concludes
1022,earnings
1023,disconnect
